Total Experiments,Overall Mean Euclidean,Overall Median Euclidean,Overall Std Euclidean,Overall Min Euclidean,Overall Max Euclidean
1,30.619985516343668,22.561028345356956,28.588186883089794,0.0,148.5563866011825
