roi_id,score,intensity_score,attention_score,num_nodes,num_edges,x,y,z
ROI_1,0.7355500012636185,0.47110000252723694,1.0,1,0,1008.0,366.0,28.0
ROI_2,0.6657499969005585,0.33149999380111694,1.0,1,0,493.0,172.0,88.0
ROI_3,0.6508499979972839,0.30169999599456787,1.0,1,0,793.0,332.0,86.0
ROI_4,0.4324750006198883,0.3649500012397766,0.5,2,2,171.0,279.0,76.0
