roi_id,score,intensity_score,attention_score,num_nodes,num_edges,x,y,z
ROI_1,0.7525500059127808,0.5051000118255615,1.0,1,0,64.0,122.0,93.0
ROI_2,0.738999992609024,0.4779999852180481,1.0,1,0,732.0,445.0,83.0
ROI_3,0.7381249964237213,0.4762499928474426,1.0,1,0,269.0,261.0,103.0
ROI_4,0.7311750054359436,0.4623500108718872,1.0,1,0,1288.0,592.0,73.0
